Q,A,label,,,
이렇게 포기하기엔 너무 아까워. 건강한 몸으로 어떻게든 돈을 벌어봐야겠어.,몸도 마음도 건강하게 돈을 벌어서 생활이 좋아지기를 바랄게요.,2,,,
모두 스펙이랑 능력이 나보다 좋은 것 같아. 내가 잘할 수 있는 특기를 찾아야겠어.,부서를 옮겨서 상황이 잘 정리되면 좋겠어요.,2,,,
나는 술을 마시기보다는 건강해지기 위하여 운동을 하러 가야겠어.,열심히 운동해서 기분이 풀리시면 좋겠어요.,2,,,
이러니저러니 해도 결국은 살아야지. 바람이나 쐬고 와야겠다.,가벼운 산책으로 기분 전환이 되었으면 좋겠어요.,2,,,
이제 혼자서는 못 살 것 같아. 아무래도 딸네 집에서 지내다 와야겠어.,따님댁에서 지내시면서 마음의 안정을 되찾으시기를 바랄게요.,2,,,
내가 원하는 치료 방법과 가까운 병원을 선택해서 수술할까?,원하는 치료 방법을 선택해서 수술이 잘 되시길 진심으로 바라요.,2,,,
술 담배를 안 하고 채식 위주로 생활했어. 앞으로도 그래야지.,건강한 습관 계속 유지하셔서 항상 건강하셨으면 좋겠네요.,2,,,
사이버 수사대에 연락해서 고발할 생각이야.,사이버 수사대에 연락하실 생각이군요.,2,,,
내 의지랑 할 수 있다는 모습을 보여주면 나도 할 수 있을 거야.,자신감 있는 모습으로 도전한다면 어머님도 적극 지지 해주 실 거에요.,2,,,
일을 구해서 경제력을 키우는 것이 가장 좋겠어.,일을 구하려고 하시는군요. 일을 하는 것은 어떤 점에서 유익하다고 보시나요?,2,,,
딸에게 선물을 주고 가게 상황이 좋아지면 다시 적금을 모아야겠어.,따님이 선물을 좋아하시고 적금이 다시 잘 모이면 좋겠어요.,2,,,
집안 사정이 어렵긴 하지만 부모님이 응원해주시니 열심히 하는 수밖에 없겠어.,부모님의 응원이 있어 힘을 내려고 하시는군요.,2,,,
친구에게 돌려받지 않아도 될 만큼만 빌려주고 완곡히 거절해야겠어.,적당한 선까지만 빌려주고 거절하시려고 하시는거군요.,2,,,
우선은 일단 알코올 상담센터에 익명으로 글을 남겨 보려고 해.,알코올 상담센터를 통해 지금 상황이 잘 극복되었으면 좋겠어요.,2,,,
창피해서 누구한테 말하기도 어려워. 그냥 변호사를 만나서 법적인 문제들을 알아보려고 해.,변호사와의 상담으로 문제가 잘 해결되면 좋겠어요.,2,,,
조금 더 기다려보고 경찰에 전화해 봐야겠어.,좀 더 기다린 뒤 경찰에 신고할 생각이시군요. 그 외 할 수 있는 다른 방법은 없을까요?,2,,,
나는 그냥 건강하게만 살았으면 좋겠어.,저도 꼭 그러시길 바라요.,2,,,
선배에게 날 때린 이유가 뭔지 물어봐야겠어.,친구들과 만남으로 기분도 풀리고 상황도 나아지셨으면 좋겠어요.,2,,,
사실대로 말해야겠어.,사실대로 말하는 것을 선택하셨군요.,2,,,
망 봐준다고 하다가 친구들이 도망가버리고 들키면 나만 혼나게 되니까. 걱정이긴 해.,옳은 선택을 하길 바랄게요.,2,,,
너 말처럼 조사해서 조리 있게 설득해볼게.,네 부모님도 인정해주실 거예요. 그 열정을.,2,,,
심호흡을 몇 번 해. 요즘은 심호흡도 효과가 없어서 병원을 예약할까 고민 중이야.,병원 예약을 고민 중이시군요.,2,,,
노트북 수리업체를 검색해 봐야겠네.,생각한 대로 일이 잘 해결되었으면 좋겠어요.,2,,,
노조 설립을 계속 건의해보고 방법을 찾을 거야.,사용자님이 원하는 대로 노조 설립이 이루어지길 바랄게요.,2,,,
나는 분명히 기분이 나빴다고 사과하라고 했는데 도리어 화를 내더라고. ,적반하장으로 화를 내는 친구에게 더 분노하셨군요.,2,,,
아무래도 경찰서에 가서 자백을 해야겠어.,자백을 하실 거군요. 큰 문제없이 무사하시면 좋겠어요.,2,,,
친구들과는 해결하기 어려울 것 같아서 일단 선생님께 얘기해 보려고.,선생님의 조언이 도움이 되셨으면 좋겠어요.,2,,,
괴로움을 잊기 위해 오늘은 술을 마시러 갈 거야.,감정을 잘 추스르고 나아지길 바라요.,2,,,
마지막이다 생각하고 이번 프로젝트는 내가 발 벗고 나서 볼 예정이야.,프로젝트가 잘 진행되어서 기분이 나아지길 바라요.,2,,,
나도 잘 살고 있다는 생각을 해야겠어.,그 생각을 많이 하셔서 좋은 생을 사시길 바라요.,2,,,
친구들에게 먼저 다가가서 말 걸어보는 연습을 해야겠어!,지금의 다짐으로 꼭 성격이 바뀌었으면 좋겠네요.,2,,,
이율이 낮은데도 원금 보장이 된다는 장점을 부각해 설명하니 내가 손해 볼 일은 없겠다 싶더라고.,원금 보장이 되어 손해를 안 보다니 좋은 것 같네요.,2,,,
왔던 곳들을 둘러보면서 찾아봐야겠어.,만약 찾지 못한다면 어떻게 하면 좋을까요?,2,,,
조금씩이라도 술을 줄여야겠어.,술을 줄이고 사용자님이 항상 건강하기를 바라요.,2,,,
운동하는 게 좋겠지?,운동을 통해 떨어진 체력을 회복하려고 하시는군요.,2,,,
부지런히 생활하도록 노력해야겠어.,여행 준비를 시작하려고 하시는군요.,2,,,
그래도 항상 일 등일 수만은 없으니까 열심히 노력하려고.,노력한 만큼 앞으로도 일 등 자리를 지켜냈으면 좋겠네요.,2,,,
병원에 찾아가서 그 의사와 영업 사원을 고소할 거야.,병원에 가서 원하는 일이 잘 해결될 수 있기를 바라요.,2,,,
응 아직은 부족하지. 인터넷을 통해 새로운 지식을 더 쌓아보려고.,인터넷을 이용하여 전문 분야를 더 성장시킬 계획이시네요. 대단해요!,2,,,
조심스럽긴 한데 누나에게 얘기해봐야겠어.,불안하고 초조한 상황에 대해 누나와 상의하실 생각이시군요.,2,,,
친구와 대화를 좀 해봐야겠어. 얼마나 오래전부터 사귀건 지 궁금하니까.,친구와 대화를 통해서 잘 해결되면 좋겠어요.,2,,,
이제부터 몸 관리를 해야겠어.,이제 몸 관리를 해 보려고 마음을 굳게 먹으셨군요.,2,,,
엄마랑 둘이서 대화를 해야 할 것 같아.,어머니와 대화를 하는 것은 좋은 방법인 것 같아요.,2,,,
나 혼자 울어야지. 그런 방법은 없는 것 같아.,절망스러운 마음이 나아지고 방법을 찾게 되길 바라요.,2,,,
여동생이 있는데 가끔은 팬티만 입고 거실에 나오기도 해,가족에게도 배려가 필요하다는 것을 대화를 통해 이해하도록 해야겠어요.,2,,,
친구를 통해서 해결하는 건 바보짓인 거 같아서 엄마와 얘기를 해보려고 해.,엄마에게 도움을 청하려 하시는군요. 그렇게 해서 상황이 어떻게 달라지기를 기대하시나요?,2,,,
면접에 대한 약점들을 보완해야겠어.,면접에 대한 약점을 보완하려고 하시는군요.,2,,,
남편이랑 같이 상의해봐야겠어.,은퇴 이후에도 좋은 날들이 가득하시길 바랄게요!,2,,,
후임자에게 어떤 부분이 구체적으로 어려운지 대화를 해봐야겠어.,구체적으로 문제가 뭔지 알고 싶으시군요. 대화를 통해 일이 잘 해결되었으면 좋겠어요.,2,,,
부장님께 눈치껏 업무 지시사항을 다시 요청해야지.,부모님과 함께 충분한 고민을 통해 만족스러운 판단을 내릴 수 있었으면 좋겠어요.,2,,,
의견 차이가 있을까 봐 말을 안 할 때가 있어.  서로 의견을 맞추도록 노력하면 이런 일은 줄어들겠지.,앞으로 부인에게 어떻게 말할 생각이신가요?,2,,,
응. 그게 내가 대인관계를 유지하는 방법인 거 같아.,느긋함이 대인관계를 유지하시는 비법이군요.,2,,,
응. 여러 가지 해결책을 생각해 봐야겠어.,다양한 방법으로 남을 신경 쓰지 않는 시도를 해보려고 하시는군요.,2,,,
다음 식사 때 초대하려고.,좋아요. 상부상조네요.,2,,,
삼십 년 전에 했던 일을 이 나이에 하니 내가 지금껏 뭘 했나 싶고 그냥 떠나고만 싶네.,몸도 힘들고 마음도 속상하시니 그런 생각이 드는군요.,2,,,
오늘 신입사원에게 직접 사과하고 대화를 해 봐야겠어.,신입 사원의 마음을 알아보려고 하시는군요.,2,,,
계속 설득해보는 수밖에 없겠지. 나는 결혼이라는 제도에 구역질이 나.,부모님과 많은 대화를 통해 잘 해결되시길 바랍니다.,2,,,
옆 부서에 업무 능력이 좋다고 소문난 내 동기가 있거든. 조언을 좀 구해보려고 해.,일을 잘하는 동기에게 도움을 구하기로 하셨군요. 특히 어떤 조언을 듣고 싶으신가요?,2,,,
아무래도 팀원들에게 도움을 요청하는 게 낫겠어. 혼자 하려니 더 안 되네.,앞으로는 그 방법으로 일을 제때에 다 끝낼 수 있기를 바라요.,2,,,
나이는 계속 드는데 취업은 갈수록 어려워져.,시간이 지날수록 초조함을 느끼시는군요.,2,,,
내가 먼저 이야기를 하고 못 한 사과도 해 봐야겠어.,먼저 대화를 하고 사과를 하실거군요.,2,,,
사실대로 말하고 사과한 뒤 금전적으로 보상해야겠어.,사과하고 금전적인 보상을 통해 해결하려고 하시는군요. 잘 됐으면 좋겠어요.,2,,,
오늘처럼만 하면 될 것 같아.,즐거운 산책이 되었으면 좋겠어요.,2,,,
직접 업무 방법을 물어보고 나와 다른 점을 확인해 봐야겠어.,알맞은 업무 방법으로 일을 더 잘 해결 할 수 있길 바라요.,2,,,
맞아. 어디 가서 말도 못 하고.,이 문제로 상의할만한 분이 계실까요?,2,,,
하고 싶긴 하지만 급하게 서두를 필요는 없다고 생각해.,결혼에 대해서 느긋한 마음을 가지고 계시는군요.,2,,,
피아노 선생님한테 도움을 청해 보고 싶어.,피아노 선생님께 도움을 청하려 하시는군요.,2,,,
알고 보니 우리 딸이 말도 안 하고 자기가 먼저 그 옷을 입고 외출해 버렸잖아.,따님이 말도 없이 옷을 가져가서 많이 당혹스러우셨을 것 같아요.,2,,,
날 괴롭히는 몇몇 애들이 있어서 오늘 당당히 얘기했더니 좀 줄어들어서 다행이야.,당당하게 얘기했더니 괴롭힘이 줄어들어서 기쁘시겠어요.,2,,,
우선 병원에 가서 진료를 받아볼까 해.,병원에서 정확한 진단을 받으시려고 하시는군요.,2,,,
친구한테 오늘 한 번 진지하게 이야기해봐야겠어.,친구와 대화를 통해 문제점을 해결하려 하시는군요.,2,,,
영화나 봐야겠다.,영화 감상 후 기분이 나아졌으면 좋겠어요.,2,,,
보험 상담사와 이야기해보고 회사에 산재 처리해 달라고 요청해 봐야겠어.,회사와 잘 대화해서 문제가 잘 해결되길 바라요.,2,,,
내가 밥도 못 먹고 다닐 것같이 생겼나?,친구의 행동을 부정적으로 생각하고 계시는군요.,2,,,
노무사와 상담받고 나서 회사가 실업급여를 끝까지 거부한다면 노동청에 신고하려고 해.,아무쪼록 실업급여 문제가 잘 해결되어 마음이 편해지시기를 바라요.,2,,,
남편과 나가서 기분 전환을 해야겠어.,남편과 즐거운 시간을 보내며 기분이 나아졌으면 좋겠어요.,2,,,
부모님과 상담을 해서 어떻게 처리할지를 논의해야겠어.,부모님이랑 상담이 잘 되었으면 좋겠어요.,2,,,
친한 친구에게 얘기해 봐야겠어.,친구에게 도움을 받을 수 있으면 좋겠네요.,2,,,
이럴 거면 승진 안 하는 게 차라리 나은 것 같아.,그래도 승진함으로써 얻는 기회 등 앞으로 좋아질 점은 없을까요?,2,,,
배달 음식 뭐 먹을지 물어봤더니 두 시간을 고민하고 모르겠대. 너무 한심해.,동생분이 계속 결정을 못 해 짜증이 나신 상황이군요.,2,,,
몰라. 짜증 나서 생각하기 싫어.,이런 이야기를 같이 할 수 있는 사람이 있었으면 좋겠네요.,2,,,
아무래도 술 마신 상태에서 한 거라 나도 후회하고 있고 그 친구도 별로 마음은 안 좋을 거 같아. 얘기 잘 해봐야지.,친구분과 얘기해보시기로 결정하셨군요.,2,,,
이제부터라도 병원을 다니는 게 좋을 거 같아.,꼭 빠른 쾌유를 빌게요.,2,,,
운동을 좀 해 보면 좋을 것 같다.,운동을 해 보는 것으로 방법을 생각하셨군요.,2,,,
그런데 지금 나도 그때 엄마 나이가 되었거든. 여기저기 아픈 데가 많아서 엄마한테 좀 더 잘할 걸 후회가 돼.,같은 입장이 되어보고 후회를 느끼시는군요.,2,,,
뭐 어떻게 하겠어. 그 핑계로 친구에게 술이나 한잔 사달라고 했지.,슬프시겠지만 친구분과 술 한잔하시면서 기분이 나아지시기를 바라요.,2,,,
그러니까. 계속 떨어지니까 좀 지치네.,이 부분에 대해서 도움을 달라고 말해 볼 수 있는 사람이 있나요?,2,,,
오늘은 친구들과 함께 축구를 하러가야겠다. 또 한 번 끈끈한 우정을 위해서 말이야.,친구들과 즐겁게 놀길 바라요. 다음에 싸우는 일이 있더라도 지혜롭게 해결할 수 있길 바라요.,2,,,
여자친구가 좋아하는 영화를 보고 맛있는 음식을 먹을 거야.,좋은 시간 보내세요.,2,,,
좋아하는 영화를 한 편 보면 기분이 나아질까?,좋아하는 영화를 보면서 기분을 풀어보려 하시는군요.,2,,,
어떻게 해야 할지 모르겠어.,이 문제에 대해 의논하실 분이 없을까요?,2,,,
공부하는 것도 좋지만. 가끔은 놀러 가거나 휴식을 가져야 할 것 같아.,휴식을 취함으로써. 삶에 대한 문제가 잘 해결되기 바랄게요.,2,,,
좋은 경험이라고 생각하고 다음에는 더 잘하자고 생각해야겠어.,다음에는 더 잘하겠다고 결심한 계기가 되었군요.,2,,,
역시 김 영감에게 시간을 조금만 더 달라고 해야겠어. 어떻게든 갚도록 노력해봐야지!,시간을 더 받아서 돈을 갚을 노력을 하시려는군요.,2,,,
아버지께 찾아가 병간호를 열심히 해드리고 앞으로는 여러 번 찾아 뵈어야겠어.,아버지 병간호를 열심히 하실 생각이시군요.,2,,,
좋아하는 걷기 운동을 시작하려고 해.,걷기 운동 꾸준히 해서 건강 회복하길 바래요.,2,,,
편한 의자에 앉아서 내가 좋아하는 책을 읽는 게 제일 마음이 편해질 것 같아.,책을 읽으면서 마음이 편해지길 바라요.,2,,,
자식들과 함께 시간을 더 보내며 지금 상황을 조금씩 잊어보려고 해.,자식들과 좋은 시간을 보내며 지금 어려움을 잘 극복했으면 좋겠어요.,2,,,
친구에게 내 입장을 솔직하게 이야기를 해야겠어.,친구와의 얘기를 통해 일이 잘 해결되었으면 좋겠어요.,2,,,
나쁜 부서는 아니라고 들었으니까 잘 적응해 봐야지.,새로운 부서에서도 잘 적응해 보려고 하시는군요.,2,,,
고민은 해봤는데 또 안 지켜질 게 뻔해.,건강관리를 도와줄 사람과 함께 하면 좋을 것 같아요.,2,,,
응. 젊을 때 돈을 아껴쓰길 정말 잘 한 것 같아.,젊었을 때 한 돈 관리에 만족스러우시군요.,2,,,
새로운 취미를 만들까 고민중이야.,정말 좋은 생각이네요. 좋은 사람 만나시면 좋겠어요.,2,,,
일단 나보다도 두 분이 더 힘들 테니 두 분을 위로해드려야겠어.,잘 위로하셔서 함께 감정을 극복하길 바랄게요.,2,,,
하나 하나 해봐야지. 커피 한 잔 마시고 다시 시작해 볼까!,업무 스트레스가 있지만 휴식 후 다시 해보실 생각이군요. 맛있는 커피를 드시길 바라요.,2,,,
일단 그 친구들이 나를 부러워하고 다시 친하게 지내고 싶어 할 정도로 잘 살고 싶어.,반드시 친구들이 부러워하게 될 거예요. 제가 힘이 되어 드릴게요.,2,,,
응. 앞으로 열심히 일을 해야지.,계속 일을 하실 수 있길 바랄게요.,2,,,
응 정말 힘들다고 표현하는 친구들이 많은데 난 그냥 할만해.,정말 좋으시겠어요.,2,,,
그럼! 오늘 저녁엔 딸과 함께 맛있는 저녁을 먹을 거야.,딸과 함께 좋은 시간을 보내길 바랄게요.,2,,,
정기 회의를 통해 이런 부분을 살짝 이야기를 해야겠어.,업무능력을 키우려고 하시는군요.,2,,,
혼자 해보고는 있는데 어쩌면 내 방식이 잘못된 거일 수도 있겠다.,공부 방법에 문제가 있을 수 있다고 생각하시군요. 방법을 어떻게 바꿔보면 좋을까요?,2,,,
적당히 피하거나 빠져야겠어.,할 수 있는 만큼만 해도 되길 바라요.,2,,,
어려운 질문이 나오더라도 일정한 톤과 빠르기를 유지하는 게 중요한 것 같아.,말하기를 일정하게 하는 게 중요하다고 생각하시는군요.,2,,,
시간 관리가 잘 된다는 점이 가장 좋더라.,집과 회사가 가까우면 시간 관리에 용이하군요.,2,,,
나 스스로 당당해질 거야. 남의 시선을 의식하지 않으며 살고 싶어.,눈치보지 않고 늘 당당하게 살기를 바랄게요.,2,,,
맛있는 음식을 먹으면서 영화를 볼 때!,맛있는 음식과 영화가 도움이 되는군요.,2,,,
그동안 모아둔 돈과 퇴직금 은행 대출까지 해서 조그만 집이라도 사야겠어.,그렇게 해서 불안이 해소되면 좋겠어요.,2,,,
실수를 인정하고 보완해야 할 점을 찾아서 안주하지 않고 열심히 앞으로 나아가고 싶어.,가족과 친구들에게 위로를 받고 싶으시군요.,2,,,
일을 그만두는 것보단 직접 맞서는 것이 가장 좋은 방법인 것 같아.,하신 선택이 생각한대로 좋은 결과를 가져왔으면 좋겠어요.,2,,,
말에 상처를 받다 보니 전화가 두려워지고 이야기하는 게 부담스러워지더라고.,말에 상처를 받아 전화에 두려움을 느끼시는군요.,2,,,
아내를 위해서 아내의 건강상태를 항상 확인 해야겠어.,건강해 지도록 아내를 보살피려고 하시는군요.,2,,,
아직 건강은 하니 등산이나 다시 시작해볼까. 넓은 자연을 보면 위로가 되더라고.,등산 다녀오시고 기분이 나아지셨으면 좋겠어요.,2,,,
바다에서 수영도 하고 맛있는 음식도 먹고 싶어.,유쾌한 여행되시기를 바랄게요.,2,,,
백화점에 다녀오려고 해. 사람 관계가 참 어렵구나.,관계를 맺는 것에 어려움을 느끼고 계시는군요.,2,,,
부모님께 솔직한 나의 마음을 말해야겠어. 화나고 속상하고 서운하다고 말이야.,부모님과의 대화로 이 문제가 잘 해결되면 좋겠어요.,2,,,
최우수상을 타본 적은 없어서 더 기뻐.,최우수상 수상은 처음이라 더 행복하시군요.,2,,,
정말 행복해. 드라이브를 바닷가로 가서 물놀이도 하면 재미있을 것 같아.,행복한 마음으로 즐겁게 다녀오시길 바라요.,2,,,
전문가에게 상담을 받아볼까 해.,상담을 통해 틀어진 부부 관계를 회복해 보려고 하시는군요.,2,,,
딸과 대화하는 시간을 만들어볼까?,따님과 대화하는 시간을 가져 친밀감을 높이려고 하시는군요.,2,,,
특별수업을 받아도 별 차이가 없을 거 같아서.,큰 도움이 안 될까 고민되시는군요. 특별수업에 대해 자세히 알 수 있는 방법이 있을까요?,2,,,
그래. 아직 마감까지 한참이나 남았는데 당장 일을 마무리하라는 식으로 종용해.,직장 상사 때문에 힘드시겠어요.,2,,,
이런 생각이 그만 들었으면 좋겠어.,괴로운 생각을 멈출 수 있게 되길 바라요.,2,,,
담당 부서에 가서 어디서 잘못되었는지 확실히 하지 않으면 안 되겠어. 난 분명히 제대로 휴가를 쓰고 갔거든.,담당 부서와 잘 이야기하면 이 상황을 극복할 수 있을 거예요.,2,,,
나도 이제 참을 대로 참았어. 다음번에 또 그런 이야기를 하면 엄청 화를 낼 거야.,최 영감이 깨닫고 다음에는 그런 이야기를 하지 않았으면 좋겠어요.,2,,,
역시 묻고 나서 기쁘다면 같이 축하해 주고 슬프다면 위로하고 방법을 찾아야겠어.,이야기를 나누시고 원하는 대로 해결이 되었으면 좋겠어요.,2,,,
대학의 장점에 대해서 얘기하고 잘 설득할꺼야.,잘 설득이 되어서 좋게 해결이 되었으면 좋겠어요.,2,,,
계속 이런 상태라면 만나기도 싫을 것 같아. 진지하게 헤어지는 걸 생각해봐야겠어.,여자친구와의 이별을 고민하고 계시는군요. 좋은 결정 하시길 바랄게요.,2,,,
건강하게 함께 있어 줘서 고맙다고 하고 싶어.,건강하게 함께 있어 주는 가족에게 고맙다는 말을 전하고 싶으시군요.,2,,,
이대로 열심히 공부해서 꼭 의사가 될 거야.,의사가 되기 위해 공부를 열심히 할 생각이군요.,2,,,
그리고 나는 전혀 아프지 않아. 이건 건강하다는 증거지.,평소에도 허리가 아프지 않았기 때문에 허리가 건강하다고 자신하고 계시는군요.,2,,,
학교에 원서비 지원 제도가 있었던 걸 들었던 것 같아. 선생님께 말씀드려봐야겠어.,꼭 문제가 해결돼서 원하는 곳에 원서를 넣을 수 있게 되면 좋겠어요.,2,,,
조금 더 대화를 나눠봐야 하겠지만 굉장히 답답해.,이 감정을 나눌 수 있는 사람이 주위에 있었으면 좋겠네요.,2,,,
특별히 클라이언트들의 백그라운드를 공부하고 접근한 게 도움이 됐던 것 같아.,클라이언트에 대한 이해가 계약 성사로 이어졌군요.,2,,,
담임선생님께 말씀드리는 게 좋겠어.,네. 학교 담임선생님과 상담을 해서 친구들과 좋은 관계를 이어나가길 바라요.,2,,,
그렇지? 내가 아프지만 남편 덕분에 이렇게 잘살고 있는 거 같아.,경제적인 걱정이 없으셔서 다행이겠어요. 빨리 나으셔서 퇴원하시길 바라요.,2,,,
언니에게 한 번 더 진지하게 말을 해볼 거야.,경찰에 신고해서 상황을 해결해 보려 하시는군요.,2,,,
요즘 유난히 부정적인 생각이 많이 들어. 긍정적인 생각을 하려고 노력해야지.,긍정적인 생각을 하려고 노력하려 하시는군요.,2,,,
맛있는 것도 먹고 직장사람들이랑 얘기도 하면서 풀 거야.,가족들과의 통화로 기분이 더 좋아지셨으면 좋겠어요.,2,,,
내가 형보다 잘하는 것을 가족들에게 자랑할 거야.,가족들이 당신이 잘하는 것을 인정해줬으면 좋겠어요.,2,,,
우선 선생님께 말씀드려보려고.,잘 해결되시면 좋겠어요.,2,,,
모르겠어. 내가 할 수 있는 건 아무것도 없는 것 같아.,할 수 있는 것이 아무 것도 없다고 생각하시는군요. 자신감을 가지시면 좋겠어요.,2,,,
어차피 빨리 못 할 거면 차라리 조금 쉬어가는 게 좋을 것 같기도 하고.,네. 쉬면서 재충전해서 일을 처리하는 방법도 좋을 것 같아요.,2,,,
응 정말 결혼 한 번 하기 이렇게 힘든 줄 몰랐어.,결혼하기 정말 힘들다고 느끼고 계시군요. 별일 없이 잘 끝내시길 바랄게요.,2,,,
어쩌다 보니 대화가 사라지고 나는 돈 버는 기계가 된 거 같아.,열심히 일하다 보니 가족들과 조금 소원해지셨군요.,2,,,
응. 십 년 더 일해도 빚을 다 갚지 못할 정도로 많아. 이것 때문에 일이 손에 잡히지 않아.,빚 때문에 감정적으로 스트레스 받아서 일에 지장을 줄 정도네요. 정말 힘드시겠어요.,2,,,
우선 내가 변해야겠지. 화장이나 옷차림도 신경 쓰고 세상 돌아가는 일에도 관심을 가지고.,스스로 변하실 생각이시군요. 가족과의 관계를 꼭 회복하시길 응원할게요.,2,,,
그래도 수술하기 전에 목소리는 듣고 싶어. 전화 해봐야겠어.,따님 분이랑 통화도 하고 수술도 무사히 마치길 바라요.,2,,,
내가 부모님과 교대로 언니 간호를 할 거야. 내가 언니 곁에 있는 시간도 더 늘려야지.,정성 어린 간호로 언니가 빨리 나으시길 바라요.,2,,,
선생님께 사실대로 말하고 괴롭힌 친구에게 사과를 해야겠어.,그간의 문제가 잘 해결되었으면 좋겠네요.,2,,,
아직도 마음이 안 좋아. 부디 편한곳으로 갔으면 좋겠어.,친구분이 편안한 휴식을 맞고 있길 바라요.,2,,,
마지막으로 한번만 더 얘기해 주고 그 다음에는 결재 안 해 줘야겠어.,앞으로는 문제가 잘 해결되면 좋겠어요.,2,,,
앞으로는 반찬투정하지 말라고 아들을 불러다 따끔하게 혼내야겠어.,아드님을 따끔하게 훈계하실 생각이시군요.,2,,,
오빠에게 한번 얘기해보는 게 좋겠어!,좋은 생각이에요! 오빠와 대화를 잘 이어나가시길 바랄게요.,2,,,
응. 어떻게 해야 할지 잘 모르겠어.,다른 가족들과 상의해 보시는 것은 어떨까요?,2,,,
오늘 밤에 회사에서 축하한다는 의미로 회사 직원들과 회식하기로 했어.,오늘 기쁘시겠어요. 앞으로도 기쁘고 좋은 일만 있길 바랍니다.,2,,,
내가 더 노련하게 일을 처리하는 모습을 보여준다면 될 것 같아.,더 노력하여 기대하는 성과를 얻으시길 바랄게요.,2,,,
나도 안 해버리고 될 대로 되라면서 나둬 봐야겠어.,이 방법으로 상황이 잘 해결되셨으면 좋겠어요.,2,,,
그냥 맡긴 일을 하는 게 좋은 방법 같아.,맡은 일을 열심히 하려고 하시는군요.,2,,,
여행도 같이 다니고 뭔가를 같이 하면 좋을 텐데.,남편분과 아드님이 친해지기를 바라고 계시는군요.,2,,,
자기는 시끄러운 도시가 싫고 인적 드문 조용한 자연 속에서 사는 게 평생 소망이래.,두 분 생각의 차가 커서 많이 고민되시겠네요.,2,,,
아내와 함께 폭력방지 교육프로그램을 받아볼까 해.,아내분과 함께 하는 교육에서 좋은 경험을 하셨으면 좋겠어요.,2,,,
나를 잘 이해하는 아들에게 이야기를 해 봐야겠어.,아들과의 대화로 아내에게 섭섭한 마음이 누그러지면 좋겠어요.,2,,,
자식들에게 손 내미는 것 같아 미안한 마음이 자꾸 드네.,자식들에게 미안해서 말을 안했군요. 가족들과 이 문제를 상의해보면 좋겠어요.,2,,,
계단은 아직 무리지만 병원도 가고 무릎에 좋은 운동을 해야겠어.,병원도 가고 운동으로 무릎이 건강해졌으면 좋겠어요.,2,,,
얼마 전부터 홍삼을 먹기 시작했어.,홍삼 복용을 시작하셔서 건강에 자신하시는군요.,2,,,
내일 직장 내 성희롱 관련 담당자를 찾아가봐야겠어.,일이 잘 풀려서 우울한 기분이 나아지면 좋겠어요.,2,,,
언니를 불러서 직접 이 상황을 이야기 하는 것이 좋을 것 같아.,언니랑 이야기를 하셔서 좋게 풀렸으면 좋겠어요.,2,,,
응. 그렇기도 하고 사실 많이 창피해.,먼저 얘기하기가 창피해서 힘드신가 봐요.,2,,,
상사에게 문제점을 해결해보려고도 하지 않고 퇴사를 권유하는 건 좀 아니지 않냐고 말해보려고.,상사와의 대화를 통해 문제가 잘 해결되었으면 좋겠어요.,2,,,
좋아하는 친구한테 도움을 요청해야겠어!,친구에게 도움을 요청하려고 하시는군요. 친구가 도움이 되었으면 좋겠네요.,2,,,
목에 마스크를 걸고 다닐 수 있는 줄이 있던데 구매해야지. 그리고 최대한 안 나가야겠어.,마스크 때문에 불편한 점이 해결됐으면 좋겠어요.,2,,,
좋은 생각만 하려고 노력해. 그래도 분이 풀리지 않아.,분이 풀리지 않으시군요. 기분 전환할 만한 새로운 일이 있을까요?,2,,,
역시 주식으로 돈을 벌어야 할 것 같아.,주식으로 돈을 벌어서 은퇴를 준비하시려는군요.,2,,,
믿어주시는 만큼 열심히 해서 기쁘게 해드리고 싶어.,사용자님의 노력이 부모님께 전해지면 좋겠네요.,2,,,
실수는 누구나 하는 건데 너무 남의 시선에 신경 쓰지 않도록 노력해야겠어.,속상해하지 말고 마음을 편하게 가지세요.,2,,,
엄마한테 가서 통금 시간을 늘려달라고 말해봐야겠어.,통금 시간을 늘려달라고 말하려고 하시는군요.,2,,,
남편과 진솔하게 대화를 나눠보고 싶어.,당신 가족 사이에서 행복만 있길 바라요.,2,,,
영상으로 기록하는 것도 좋을 것 같아.,좋은 추억을 많이 쌓으시길 바라요.,2,,,
주말에 부모님 산소에 찾아가 인사를 드리고 와야겠어. 그동안 죄송했다고 말하면 속이 풀릴 것 같아.,그 방법을 통해 꼭 후회를 떨쳐냈으면 좋겠어요.,2,,,
병원에서 쉬고 있을 아내에게 전화 한 통 해야겠어.,아들과의 대화를 통해 사이가 좋아지셨으면 좋겠어요.,2,,,
회사에서 받는 스트레스 중 제일 큰 게 사람에 관련된 것이라던데 그런 게 없고 협업도 더 잘 돼.,스트레스가 없고 협업이 잘 되는 것이 가족 같은 분위기의 장점이군요.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2,,,
운동도 열심히 하고 건강검진도 잘 받아야지.,바람대로 되셨으면 좋겠네요.,2,,,
한편으로는 본인이 하고 싶어 하는 일을 하게 하는 것이 행복한 게 아닐까 하는 생각이 들어.,딸의 행복한 삶을 위하셔서 생각이 많으시군요. ,2,,,
